COUNTRY,YEAR,death_all,death_external,death_internal,death_diabetes_65,death_cerebrovascular_65,death_respiratory_65,elderly_rate,life_expectancy,hospital_beds,gni
AUT,2009.0,564.24,38.96,525.28,169.96,263.77,216.62,17.52616411,80.57,768.08,49000.0
AUT,1995.0,753.45,55.0,698.45,115.13,650.79,223.23,15.2,76.97,853.68,28190.0
AUT,2015.0,527.85,36.15,491.70000000000005,159.77,231.21,208.17,18.8,81.45,,47450.0
AUT,1994.0,763.33,58.71,704.62,106.23,674.35,232.75,15.01072691,76.71,859.59,26140.0
AUT,1993.0,790.93,57.36,733.5699999999999,110.07,695.5,257.74,14.92582756,76.33,869.37,24870.0
AUT,1998.0,702.77,46.39,656.38,91.57,621.12,226.67,15.38170309,77.93,819.54,27970.0
AUT,2008.0,558.02,38.83,519.1899999999999,180.34,280.25,216.43,17.26225948,80.72,769.3,49110.0
AUT,1997.0,720.84,49.16,671.6800000000001,104.3,653.95,226.72,15.31534539,77.61,834.33,29560.0
AUT,1996.0,741.65,52.62,689.03,107.31,676.55,228.01,15.23095317,77.24,843.99,30090.0
AUT,2011.0,532.24,36.87,495.37,143.82,238.38,199.87,17.68956292,81.27,767.92,50590.0
AUT,1988.0,841.28,69.32,771.96,99.48,908.19,256.05,14.74311489,75.52,965.21,18070.0
AUT,1991.0,813.89,61.5,752.39,128.53,795.91,265.18,14.9438593,75.95,904.5,21810.0
AUT,1987.0,868.04,71.94,796.0999999999999,98.16,1009.52,295.53,14.55085466,75.05,979.01,13810.0
AUT,1992.0,803.82,57.67,746.1500000000001,112.06,741.49,267.31,14.91367681,76.13,883.44,24520.0
AUT,2003.0,654.74,44.55,610.19,180.35,460.72,317.16,15.44417543,78.89,773.64,28020.0
AUT,2005.0,610.05,43.99,566.06,213.52,325.11,277.19,16.2,79.66,768.95,38720.0
AUT,2007.0,570.36,40.37,529.99,169.81,295.49,246.41,17.02630284,80.46,775.23,44510.0
AUT,1990.0,816.38,64.05,752.33,143.31,799.18,284.53,14.9,75.9,928.96,20630.0
AUT,2001.0,644.52,45.53,598.99,90.0,502.36,240.07,15.46345054,78.95,784.78,25290.0
AUT,2004.0,622.47,42.56,579.9100000000001,221.56,343.4,270.83,15.71051189,79.43,773.69,33750.0
AUT,1986.0,899.82,74.2,825.62,97.12,1092.26,308.45,14.34822401,74.6,991.2,10820.0
AUT,1999.0,692.07,48.12,643.95,96.28,597.83,257.39,15.410913699999998,78.13,808.2,27080.0
AUT,1989.0,834.07,67.64,766.4300000000001,119.75,846.19,277.33,14.86769719,75.6,951.42,19300.0
AUT,2002.0,647.46,45.92,601.5400000000001,121.81,502.74,252.69,15.46417085,79.01,780.64,24970.0
AUT,2000.0,670.37,48.26,622.11,87.34,558.93,250.76,15.4,78.47,794.78,26790.0
AZE,1995.0,1101.44,52.77,1048.67,86.46,897.41,434.39,5.3,69.46,1001.8,400.0
AZE,1992.0,1095.75,99.0,996.75,90.65,869.55,323.04,4.93669731,68.89,1054.17,
AZE,1989.0,999.77,49.47,950.3,60.44,922.8,395.18,4.72185545,70.83,1020.44,
AZE,1993.0,1125.69,81.38,1044.31,83.83,931.94,372.83,5.14309662,68.6,1048.63,590.0
AZE,1994.0,1145.74,95.3,1050.44,103.54,792.12,436.42,5.378824099999999,67.93,1007.06,440.0
AZE,1987.0,1043.63,49.87,993.7600000000001,45.99,1245.8,304.48,4.79252412,70.21,988.21,
AZE,1991.0,991.6,51.85,939.75,85.37,790.49,266.14,4.82832258,71.07,1002.01,
AZE,1990.0,974.49,52.45,922.04,71.54,787.4,328.28,4.6,71.35,1009.78,
AZE,1986.0,1039.67,51.52,988.1500000000001,49.57,1252.95,369.93,4.84749576,70.03,984.11,
AZE,1988.0,1068.17,50.66,1017.5100000000001,42.24,1206.56,299.36,4.75910103,69.77,996.63,
AZE,1996.0,1052.61,42.55,1010.06,95.11,869.19,421.68,5.67457898,70.42,980.98,410.0
AZE,1997.0,1021.98,38.47,983.51,105.65,836.98,370.1,5.6792548,71.0,960.87,450.0
AZE,1998.0,996.52,35.24,961.28,113.91,851.34,343.64,5.56805257,71.73,906.37,510.0
AZE,1999.0,1009.32,31.63,977.69,125.62,875.05,335.46,5.59202285,71.73,889.6,570.0
AZE,2000.0,1050.13,29.68,1020.4500000000002,111.03,947.65,384.04,5.8,71.6,868.51,610.0
AZE,2003.0,1038.65,28.88,1009.7700000000001,136.33,1066.86,288.48,6.68864843,72.01,827.25,810.0
AZE,2004.0,1019.99,26.11,993.88,138.77,1184.48,328.99,6.88797929,72.47,823.96,940.0
AZE,2007.0,940.4,28.57,911.8299999999999,81.27,1375.83,347.0,7.02923799,73.77,793.31,2710.0
AZE,2001.0,989.02,27.37,961.65,135.63,828.04,304.35,6.11253575,72.38,850.95,650.0
AZE,2002.0,1002.88,25.57,977.31,147.12,865.32,275.47,6.41462564,72.41,840.45,710.0
BEL,2008.0,591.14,48.82,542.3199999999999,68.07,295.68,455.73,17.07059392,80.0,657.42,46470.0
BEL,2009.0,577.28,48.65,528.63,66.83,278.69,434.98,17.1210318,80.28,650.81,46840.0
BEL,2014.0,522.19,42.88,479.31000000000006,53.23,233.1,352.87,17.9373763,81.51,622.86,47800.0
BEL,2015.0,537.69,43.82,493.87000000000006,50.47,229.06,403.18,18.1,81.19,618.95,45540.0
BEL,1987.0,831.41,62.5,768.91,109.39,596.53,422.72,14.28441166,75.5,897.14,13090.0
BEL,2003.0,679.04,51.31,627.73,73.7,383.98,593.87,17.07047399,78.45,750.81,27030.0
BEL,1986.0,879.33,64.35,814.98,111.72,648.39,518.39,14.21026488,74.83,908.19,10170.0
BEL,1989.0,823.94,57.68,766.2600000000001,95.27,570.75,513.94,14.71467241,75.79,831.5,18030.0
BEL,1990.0,789.18,57.96,731.2199999999999,89.78,562.36,476.09,15.0,76.26,769.54,19310.0
BEL,1992.0,770.18,56.3,713.88,78.71,527.72,467.54,15.30880421,76.54,774.79,23170.0
BEL,1993.0,778.67,59.15,719.52,89.92,542.58,539.51,15.4703584,76.49,770.14,23410.0
BEL,2010.0,576.66,47.32,529.3399999999999,61.34,268.48,416.99,17.3,80.3,647.33,46950.0
BEL,2006.0,600.84,48.97,551.87,65.56,314.27,475.87,17.15538035,79.79,670.4,39900.0
BEL,2004.0,639.22,49.88,589.34,73.79,361.17,515.37,17.17480705,79.11,747.34,32810.0
BEL,1988.0,818.65,59.88,758.77,98.39,580.95,437.6,14.48640133,75.77,839.15,17010.0
BEL,1991.0,778.96,57.62,721.34,81.53,542.62,454.11,15.12619321,76.41,771.72,20580.0
BEL,2007.0,593.89,48.71,545.18,65.79,297.96,467.44,17.08025663,79.9,663.12,42700.0
BEL,1999.0,703.16,54.19,648.97,115.92,404.75,565.09,16.68498034,77.85,781.37,25980.0
BEL,2005.0,635.23,50.26,584.97,72.93,340.02,541.58,17.3,79.19,742.45,37730.0
BEL,1997.0,719.98,54.26,665.72,83.13,468.44,533.65,16.25417174,77.54,794.82,28450.0
BEL,1995.0,742.91,56.7,686.2099999999999,82.71,481.75,515.1,15.9,77.06,741.35,27070.0
BEL,1996.0,727.15,53.94,673.21,77.51,480.36,542.03,16.14064774,77.4,797.21,28550.0
BEL,1994.0,749.5,60.19,689.31,80.87,507.25,488.05,15.65898217,76.88,759.66,25090.0
BEL,1998.0,711.45,54.83,656.62,79.27,423.97,584.64,16.54439554,77.69,786.7,26530.0
BIH,1988.0,1044.7,52.32,992.38,126.81,843.82,293.89,5.97897142,72.11,457.82,
BIH,1991.0,1020.72,49.45,971.27,150.87,939.79,252.07,6.29254772,72.46,437.8,
BIH,1987.0,1053.32,57.73,995.5899999999999,124.89,772.06,346.62,5.86839446,71.88,459.35,
BIH,1990.0,1004.38,49.58,954.8,118.53,925.62,295.02,6.6,72.98,445.91,
BIH,1989.0,1062.86,51.49,1011.3699999999999,109.69,852.34,299.58,6.07223953,72.01,449.83,
BIH,1986.0,1054.05,52.97,1001.0799999999999,113.6,666.13,358.25,5.85488536,71.79,474.2,
BLR,2002.0,1374.48,167.92,1206.56,29.41,1140.24,308.23,13.89805059,68.01,1194.17,1380.0
BLR,2007.0,1179.17,138.72,1040.45,16.33,982.8,220.74,14.545373399999999,70.38,1122.87,4310.0
BLR,2008.0,1167.08,138.38,1028.6999999999998,13.08,930.75,177.34,14.30473861,70.58,1112.2,5470.0
BLR,2001.0,1317.71,163.8,1153.91,28.37,1151.15,336.36,13.62754506,68.53,1257.72,1300.0
BLR,2003.0,1332.89,161.6,1171.2900000000002,22.68,1109.49,231.25,14.157845199999999,68.53,1134.38,1630.0
BLR,1993.0,1241.78,135.75,1106.03,35.03,1081.09,400.84,11.78072369,69.21,1247.62,1600.0
BLR,2009.0,1159.93,133.33,1026.6000000000001,13.63,962.71,160.86,14.00431521,70.62,1106.72,5660.0
BLR,1992.0,1132.02,123.78,1008.24,38.46,991.16,362.12,11.40534872,70.36,1269.07,1790.0
BLR,2000.0,1270.33,156.29,1114.04,27.06,1140.82,356.48,13.5,68.99,1261.46,1380.0
BLR,1986.0,1004.08,77.38,926.7,15.62,1024.88,624.77,9.62746253,72.38,1326.05,
BLR,1994.0,1247.67,143.4,1104.27,33.2,1048.67,373.8,11.96021504,68.99,1246.39,1460.0
BLR,1991.0,1121.75,111.8,1009.95,34.07,1013.35,405.71,11.07506181,70.68,1320.47,
BLR,1999.0,1350.22,169.06,1181.16,29.18,1185.91,385.14,13.27757964,67.99,1264.21,1400.0
BLR,1989.0,1025.73,99.88,925.85,25.79,1056.17,529.0,10.43140028,71.83,1357.95,
BLR,1990.0,1079.48,103.4,976.08,30.96,997.77,468.31,10.7,71.24,1322.64,
BLR,1998.0,1291.3,167.0,1124.3,32.27,1174.85,364.0,13.13916263,68.55,1241.65,1550.0
BLR,1997.0,1293.1,156.38,1136.7199999999998,34.31,1119.37,370.35,12.92971945,68.57,1235.77,1530.0
BLR,1995.0,1278.97,150.64,1128.33,31.35,1035.92,360.57,12.4,68.58,1248.48,1370.0
BLR,1987.0,1016.99,77.41,939.58,14.17,1092.64,607.59,9.98579418,72.22,1345.63,
BLR,1988.0,1029.23,84.99,944.24,19.35,1130.89,592.23,10.21531408,72.01,1337.29,
BGR,2009.0,964.65,39.23,925.42,111.9,1310.16,204.78,17.46664626,73.77,659.72,6750.0
BGR,2008.0,995.39,44.88,950.51,121.0,1412.07,243.42,17.36124128,73.41,649.41,6100.0
BGR,2007.0,1028.22,43.39,984.83,118.8,1475.26,252.29,17.28459258,73.07,636.43,4820.0
BGR,1998.0,1255.91,56.73,1199.18,120.62,1594.86,301.47,15.74096502,70.93,,1530.0
BGR,1993.0,1148.64,63.11,1085.5300000000002,99.87,1712.04,323.79,14.41285129,71.15,,1250.0
BGR,1994.0,1162.17,66.8,1095.3700000000001,104.3,1638.46,330.02,14.71765598,70.84,,1240.0
BGR,1992.0,1139.09,66.57,1072.52,108.63,1645.34,381.37,14.03128732,71.19,,1430.0
BGR,2010.0,970.26,34.96,935.3,96.85,1354.19,208.09,18.1,73.81,649.48,6980.0
BGR,1996.0,1195.7,61.02,1134.68,124.92,1538.9,334.02,15.255656,70.94,,1540.0
BGR,1997.0,1278.93,57.46,1221.47,133.75,1556.98,335.62,15.48123195,70.28,,1560.0
BGR,1995.0,1170.32,62.66,1107.6599999999999,131.19,1548.74,312.93,15.1,70.99,,1510.0
BGR,1991.0,1141.76,56.48,1085.28,113.1,1707.44,376.15,13.34669339,71.45,,1620.0
BGR,2005.0,1065.32,44.97,1020.3499999999999,106.53,1460.96,249.73,17.4,72.59,641.17,3770.0
BGR,2006.0,1046.0,44.89,1001.11,122.5,1470.61,232.48,17.23094628,72.76,619.81,4270.0
BGR,1989.0,1140.73,61.88,1078.85,102.24,1662.71,438.21,12.61360476,71.47,,2830.0
BGR,1990.0,1138.25,60.85,1077.4,105.68,1636.76,407.34,13.1,71.48,,2250.0
BGR,2011.0,937.89,32.46,905.43,90.69,1228.58,202.13,18.28771019,74.23,639.03,7220.0
BGR,1988.0,1157.78,59.87,1097.91,106.79,1640.71,485.02,12.27982275,71.41,,3110.0
BGR,2002.0,1102.62,48.84,1053.78,111.41,1464.85,186.11,16.98027679,72.16,648.5,1950.0
BGR,2004.0,1056.37,45.03,1011.3399999999999,109.2,1338.95,177.52,17.12177013,72.6,613.13,3030.0
BGR,2012.0,930.46,34.91,895.5500000000001,92.27,1294.82,200.12,19.0021391,74.44,661.22,7420.0
BGR,2014.0,914.59,33.7,880.89,78.88,1301.9,187.13,19.78144328,74.57,715.22,7730.0
BGR,1987.0,1167.07,60.62,1106.45,99.77,1711.46,478.28,11.97249036,71.37,,2720.0
BGR,2001.0,1105.54,50.03,1055.51,113.65,1404.8,205.79,16.82769302,71.91,720.1,1760.0
BGR,1986.0,1170.47,60.19,1110.28,97.4,1804.59,506.9,11.55666696,71.57,,2190.0
BGR,2000.0,1145.78,52.38,1093.3999999999999,122.93,1479.28,270.89,16.6,71.71,741.13,1650.0
BGR,2003.0,1089.51,46.25,1043.26,112.98,1428.9,198.0,17.06404133,72.39,628.5,2350.0
BGR,1999.0,1134.83,52.21,1082.62,113.15,1441.11,259.17,16.01528702,71.66,,1480.0
HRV,2011.0,761.14,48.28,712.86,124.88,821.72,217.64,17.18679164,77.26,568.5,14010.0
HRV,1994.0,1008.95,76.03,932.9200000000001,130.46,1198.93,330.84,11.88550354,73.16,,
HRV,1990.0,1060.16,90.07,970.0900000000001,87.66,1280.15,189.71,11.6,72.56,,
HRV,1993.0,1031.33,92.74,938.5899999999999,115.29,1223.87,320.4,11.88546915,72.65,,
HRV,2010.0,789.53,52.64,736.89,149.34,846.11,212.49,17.6,76.86,562.07,14080.0
HRV,2008.0,829.53,56.88,772.65,144.68,925.59,254.02,17.27898563,76.14,547.57,14310.0
HRV,2009.0,812.92,54.33,758.5899999999999,146.4,893.92,251.23,17.30574625,76.42,537.49,14130.0
HRV,2012.0,754.02,51.97,702.05,135.96,765.38,220.54,18.02180544,77.38,588.84,13400.0
HRV,1991.0,1097.22,146.76,950.46,98.93,1226.5,250.58,11.88545107,71.0,,
HRV,1999.0,1115.27,63.9,1051.37,149.8,1449.18,422.52,12.3606182,72.82,,
HRV,2002.0,922.93,54.7,868.2299999999999,108.63,1121.41,276.35,16.10325891,74.84,566.87,5610.0
HRV,2004.0,854.03,55.91,798.12,111.95,992.7,368.93,16.63513087,75.65,552.98,8520.0
HRV,1995.0,984.04,77.46,906.5799999999999,151.55,1201.26,280.83,13.7,73.3,,
HRV,2007.0,851.79,56.38,795.41,152.27,982.53,305.76,17.19197688,75.89,548.97,12710.0
HRV,1989.0,1086.16,85.0,1001.1600000000001,95.19,1308.11,213.69,11.39463049,72.29,,
HRV,1998.0,1138.56,69.96,1068.6,178.8,1486.22,362.2,12.31974325,72.49,,
HRV,2000.0,1083.78,65.34,1018.4399999999999,136.94,1380.58,330.32,15.6,72.99,615.22,5220.0
HRV,1997.0,1101.8,67.3,1034.5,200.62,1380.62,345.71,12.319742,72.62,,
HRV,2005.0,886.55,56.06,830.49,128.48,1022.2,398.0,17.2,75.44,545.26,10170.0
HRV,2006.0,841.8,53.12,788.68,126.34,982.38,301.95,17.02664987,76.01,545.88,11320.0
HRV,2001.0,920.71,56.11,864.6,94.01,1147.27,257.22,15.62921131,74.65,599.85,5320.0
HRV,1988.0,1105.06,86.69,1018.3699999999999,85.87,1276.88,221.07,11.16833417,71.89,,
HRV,1992.0,1045.52,128.51,917.01,133.05,1152.08,332.78,11.88544173,71.78,,
HRV,1987.0,1124.01,85.99,1038.02,77.84,1307.16,268.81,11.15756372,71.61,,
HRV,1996.0,1086.52,72.08,1014.4399999999999,181.69,1403.79,310.01,12.31968446,72.69,,
HRV,2015.0,749.41,48.1,701.31,161.72,744.71,260.94,18.9,77.52,,12970.0
HRV,1986.0,1117.0,76.65,1040.35,68.77,1327.02,353.8,10.8563841,71.77,,
HRV,2003.0,947.29,57.56,889.73,128.38,1101.28,352.44,16.39425458,74.73,561.19,6670.0
CYP,2004.0,602.64,39.25,563.39,324.04,351.28,317.32,12.35008175,79.83,,20260.0
CYP,2007.0,567.5,37.89,529.61,281.71,321.77,324.26,12.74284426,80.48,377.87,27340.0
CYP,2015.0,523.69,28.27,495.4200000000001,257.7,247.05,379.97,12.8,81.67,,26380.0
CYP,2006.0,564.81,34.49,530.3199999999999,297.24,425.87,294.34,12.64296288,80.65,378.14,25600.0
CYP,2014.0,485.92,28.91,457.01,275.25,251.87,309.56,14.60747381,82.39,341.32,26670.0
CYP,2005.0,621.47,51.61,569.86,307.5,378.3,329.16,10.8,79.23,382.59,23990.0
CYP,2010.0,488.78,30.37,458.40999999999997,238.69,271.92,261.65,11.4,82.2,354.48,31300.0
CYP,2009.0,514.03,33.91,480.12,238.88,287.56,298.07,12.86367545,81.59,373.99,31260.0
CYP,2008.0,535.27,35.54,499.72999999999996,271.59,305.28,281.79,12.78973646,81.17,376.29,31840.0
CZE,1986.0,1219.49,84.18,1135.31,131.72,1775.08,483.24,11.98460958,71.14,,
CZE,1987.0,1171.91,80.96,1090.95,121.35,1698.53,361.46,12.06029588,71.58,,
CZE,1988.0,1152.54,78.64,1073.8999999999999,124.42,1639.35,366.73,12.23789172,71.78,,
CZE,1990.0,1171.17,84.82,1086.3500000000001,132.93,1579.97,328.06,12.50730984,71.52,992.11,
CZE,1989.0,1163.31,79.03,1084.28,128.75,1626.7,374.48,12.39305298,71.8,,
CZE,2005.0,837.61,55.02,782.59,72.99,894.55,330.65,14.12161431,76.18,755.41,12420.0
CZE,1992.0,1080.62,80.87,999.7499999999999,92.02,1372.67,308.91,12.81959332,72.43,,3340.0
CZE,1993.0,1052.46,78.43,974.03,90.06,1329.97,294.33,12.9420078,72.94,,3480.0
CZE,2004.0,851.92,60.73,791.1899999999999,71.7,912.37,258.04,13.989387400000002,75.96,764.23,10230.0
CZE,1991.0,1121.74,82.23,1039.51,105.96,1472.93,316.25,12.70482492,72.06,,
CZE,2006.0,789.26,50.46,738.8,76.49,821.06,300.9,14.3070775,76.82,742.65,13950.0
CZE,2003.0,899.6,64.22,835.38,80.19,1087.46,298.33,13.91703167,75.4,772.67,8080.0
CZE,1994.0,1032.91,78.08,954.83,78.3,1295.48,284.52,13.06863257,73.15,,4140.0
CZE,1997.0,960.84,70.6,890.24,57.02,989.53,244.94,13.55157421,74.13,803.94,6130.0
CZE,1996.0,970.25,70.08,900.17,46.14,1111.14,277.41,13.3935669,74.02,826.4,5950.0
CZE,1995.0,1024.82,76.85,947.9699999999999,49.8,1200.03,302.65,13.21969257,73.3,849.73,5110.0
CZE,2007.0,767.48,51.66,715.82,125.59,652.48,285.72,14.48915103,77.1,731.42,15780.0
CZE,2000.0,891.51,62.35,829.16,78.86,1105.92,276.4,13.84134909,75.21,778.63,6330.0
CZE,2001.0,878.3,60.48,817.8199999999999,67.22,1079.63,259.4,13.82225608,75.49,776.14,6330.0
CZE,1998.0,922.28,62.5,859.78,82.45,1082.34,229.32,13.67557067,74.74,793.33,6080.0
CZE,1999.0,911.04,61.45,849.5899999999999,66.85,1100.24,264.25,13.77154083,74.94,773.63,6090.0
CZE,2002.0,881.05,60.48,820.5699999999999,69.35,1065.07,264.39,13.87769203,75.51,776.19,6630.0
CZE,2015.0,673.39,43.12,630.27,166.47,431.01,316.6,18.07633012,78.77,,18260.0
CZE,2012.0,700.65,45.71,654.9399999999999,101.99,516.58,261.75,16.50318585,78.24,666.21,19350.0
CZE,2011.0,708.43,47.17,661.26,112.94,535.26,252.78,15.90232599,78.06,683.55,19420.0
CZE,2009.0,743.94,48.21,695.73,93.89,640.03,299.13,15.04445698,77.5,711.12,18690.0
CZE,2010.0,724.19,48.07,676.12,91.68,588.48,280.97,15.37318654,77.81,701.19,19280.0
CZE,2008.0,746.21,50.12,696.09,97.41,629.56,278.91,14.722755,77.42,718.37,18340.0
DNK,1991.0,845.93,60.6,785.3299999999999,69.35,547.13,431.58,15.59341107,75.47,,25540.0
DNK,1994.0,849.52,57.7,791.8199999999999,69.96,516.91,492.66,15.39481268,75.56,,30360.0
DNK,1989.0,864.64,67.59,797.05,67.09,526.01,426.52,15.54962397,75.12,,23050.0
DNK,1988.0,866.59,69.57,797.02,80.71,537.57,403.96,15.46799758,75.1,,22130.0
DNK,1992.0,853.81,59.73,794.0799999999999,73.22,551.43,455.26,15.55839233,75.48,,28700.0
DNK,1990.0,873.67,61.67,812.0,69.94,551.61,461.49,15.6,75.11,,24370.0
DNK,1986.0,877.72,67.79,809.9300000000001,75.89,555.54,427.94,15.25632263,74.91,,14070.0
DNK,1987.0,868.19,68.89,799.3000000000001,67.59,538.01,382.25,15.37936415,75.01,,17760.0
DNK,1993.0,870.14,60.59,809.55,86.27,578.62,513.63,15.47992986,75.37,,28570.0
DNK,1995.0,863.07,55.85,807.22,69.99,535.23,556.44,15.2,75.47,,32560.0
DNK,1996.0,832.19,52.34,779.85,56.83,522.55,557.51,15.08695239,75.88,,34770.0
DNK,2011.0,597.29,30.5,566.79,107.14,277.44,475.12,17.11871117,80.07,313.16,61990.0
DNK,2014.0,551.46,27.57,523.89,94.7,250.8,432.36,18.45272788,80.99,268.71,63670.0
DNK,2013.0,574.14,27.94,546.1999999999999,99.47,263.32,485.81,18.07088667,80.56,307.39,63200.0
DNK,1997.0,808.53,53.05,755.48,97.74,489.43,541.79,14.99536362,76.27,464.36,35150.0
DNK,1999.0,787.96,51.96,736.0,119.24,459.58,552.49,14.85541754,76.53,439.02,33060.0
DNK,2000.0,751.75,49.44,702.31,126.69,463.96,516.88,14.9,77.21,429.56,32580.0
DNK,2001.0,749.12,45.86,703.26,119.36,465.63,519.74,14.82276088,77.3,422.1,31410.0
DNK,2002.0,752.58,39.13,713.45,124.91,491.6,564.42,14.83012994,77.27,428.71,30850.0
DNK,2006.0,682.11,39.03,643.08,107.09,404.06,479.73,15.25554842,78.5,379.29,53540.0
DNK,1998.0,781.14,50.97,730.17,104.56,468.8,525.29,14.91870072,76.74,454.26,33460.0
DNK,2015.0,551.26,25.59,525.67,97.75,254.76,448.02,19.0,81.03,253.24,60510.0
DNK,2005.0,683.97,38.3,645.6700000000001,111.93,424.04,485.9,15.2,78.44,385.93,49610.0
DNK,2004.0,707.64,36.8,670.84,109.52,446.7,514.04,14.97910548,77.98,397.36,42640.0
DNK,2003.0,734.68,38.37,696.31,117.73,474.0,554.43,14.88671055,77.58,413.59,34750.0
DEU,1992.0,799.62,47.27,752.35,122.88,695.32,319.84,15.01293513,76.21,988.78,25810.0
DEU,1993.0,800.14,44.77,755.37,149.62,680.94,333.29,15.11717287,76.26,966.12,25990.0
DEU,1994.0,778.24,43.14,735.1,139.43,659.11,330.28,15.28751443,76.59,971.3,27530.0
DEU,1990.0,847.31,49.39,797.92,123.75,705.84,374.45,14.9,75.53,,21300.0
DEU,2012.0,545.34,26.91,518.4300000000001,104.0,256.76,267.21,20.67706195,81.08,818.44,46530.0
DEU,1991.0,830.78,49.72,781.06,125.7,731.64,345.25,14.96381165,75.72,1012.37,22890.0
DEU,1995.0,764.09,41.16,722.9300000000001,142.01,626.87,330.55,15.5,76.83,968.34,29520.0
DEU,2015.0,557.03,28.04,528.99,101.32,237.85,290.19,21.1,80.85,,45850.0
DEU,2011.0,549.44,27.74,521.7,104.19,263.19,269.5,20.61478828,80.95,822.43,47220.0
DEU,2010.0,565.56,28.46,537.0999999999999,105.33,283.43,280.13,20.5,80.63,824.97,44550.0
DEU,1996.0,751.13,39.84,711.29,143.66,607.17,326.28,15.61864664,77.09,956.86,30870.0
DEU,1998.0,708.68,35.77,672.91,123.28,543.83,292.22,15.86512087,77.83,929.67,27950.0
DEU,1999.0,693.27,35.06,658.21,122.48,511.14,302.36,16.08922772,78.09,919.6,26840.0
DEU,2002.0,661.03,34.08,626.9499999999999,132.78,441.9,301.9,17.2731258,78.75,887.36,23620.0
DEU,2009.0,575.92,27.93,547.99,107.02,297.46,299.92,20.5306763,80.41,824.22,43520.0
DEU,2006.0,596.56,29.78,566.78,114.2,337.31,282.75,19.52352803,79.99,829.82,38230.0
DEU,1997.0,724.13,38.26,685.87,133.59,567.81,302.86,15.740441699999998,77.52,937.57,30140.0
DEU,2001.0,657.62,34.25,623.37,123.89,451.22,274.58,16.8501768,78.75,901.06,24740.0
DEU,2007.0,585.21,28.01,557.2,108.27,310.82,289.45,19.94343921,80.21,823.95,40440.0
DEU,2000.0,675.65,35.07,640.5799999999999,122.11,470.16,298.73,16.5,78.41,911.91,26150.0
DEU,2003.0,665.2,33.87,631.33,133.23,428.88,326.41,17.74660175,78.72,874.56,26070.0
DEU,2005.0,620.48,31.08,589.4,128.87,362.49,308.95,18.9,79.54,846.79,35710.0
DEU,2008.0,582.46,28.14,554.32,107.81,307.06,287.59,20.24176369,80.29,821.26,43570.0
DEU,2004.0,628.63,32.02,596.61,129.09,382.49,289.23,18.31346992,79.36,857.93,31570.0
EST,1999.0,1116.95,153.26,963.69,37.06,1236.7,130.1,14.83788802,70.64,752.95,
EST,1998.0,1187.68,162.52,1025.16,32.91,1322.61,164.85,14.63038792,69.79,758.14,
EST,2012.0,747.1,80.05,667.0500000000001,35.15,330.01,124.75,17.79475243,76.75,552.58,16800.0
EST,2015.0,688.06,58.3,629.76,40.4,246.93,153.73,18.8,78.02,,18560.0
EST,1987.0,1132.4,101.83,1030.5700000000002,15.61,1659.15,134.41,11.25549551,70.93,1209.17,
EST,1996.0,1172.53,160.2,1012.3299999999999,22.4,1346.2,158.53,13.94057901,70.0,790.06,
EST,1986.0,1133.46,99.49,1033.97,21.74,1650.54,143.59,11.21039498,70.87,1219.98,
EST,1990.0,1175.98,130.87,1045.1100000000001,22.68,1606.83,139.18,11.7,69.94,1155.32,
EST,1997.0,1141.64,160.07,981.5700000000002,27.49,1301.47,128.09,14.34054883,70.19,771.26,
EST,1988.0,1132.87,102.16,1030.7099999999998,18.84,1700.12,116.47,11.35140231,71.01,1200.72,
EST,1995.0,1294.94,198.59,1096.3500000000001,26.89,1471.54,149.22,13.6,67.79,834.87,
EST,1994.0,1374.6,238.33,1136.27,26.41,1551.61,158.6,13.12623332,66.76,856.13,
EST,1991.0,1186.55,140.76,1045.79,22.36,1541.26,133.09,11.84656001,69.79,1128.92,
EST,1992.0,1218.32,152.44,1065.8799999999999,27.36,1602.81,126.08,12.23071559,69.19,968.17,
EST,1989.0,1120.97,112.17,1008.8000000000001,18.76,1504.61,127.29,11.49457539,70.59,1193.08,
EST,1993.0,1302.11,183.02,1119.09,23.63,1659.42,133.02,12.70654188,68.14,962.23,
FIN,1988.0,882.04,88.77,793.27,59.26,771.89,477.81,13.04356616,74.91,,21530.0
FIN,1995.0,772.4,79.12,693.28,55.49,710.74,438.77,14.3,76.75,812.15,22030.0
FIN,1994.0,765.43,78.96,686.4699999999999,53.66,670.22,437.91,14.01253857,76.79,819.43,20170.0
FIN,1992.0,825.26,84.33,740.93,58.8,705.19,453.81,13.68702896,75.8,,24170.0
FIN,1996.0,753.73,73.52,680.21,58.1,589.68,483.68,14.3975022,77.05,811.61,24970.0
FIN,1987.0,880.36,82.89,797.47,62.86,814.82,434.03,12.86241434,74.95,,16470.0
FIN,1993.0,827.9,79.34,748.56,59.51,747.03,533.63,13.83230696,75.99,825.18,20680.0
FIN,1989.0,867.03,90.17,776.86,54.73,751.8,462.82,13.22012731,75.1,,24100.0
FIN,1986.0,887.9,79.11,808.79,58.77,785.81,467.35,12.67969338,74.87,,13010.0
FIN,1990.0,866.41,90.07,776.3399999999999,66.93,751.33,492.18,13.4,75.12,,26000.0
FIN,1991.0,834.94,87.52,747.4200000000001,59.23,748.19,435.49,13.54089794,75.56,,25090.0
FIN,1997.0,740.84,75.33,665.51,51.31,577.59,445.3,14.54531305,77.24,789.64,26680.0
